"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost"
4636,77,3288,"03.03.2017",false,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
4640,21,453,"04.04.2017",false,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
4643,75,1064,"06.06.2017",true,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
4646,4,460,"08.01.2017",true,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
4647,85,440,"01.08.2017",true,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
4653,0,104,"08.03.2017",false,Approved,"","","","","1678,71",""
4656,60,1597,"08.04.2017",true,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
4674,22,3138,"04.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
4676,4,3240,"07.11.2017",false,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
4677,75,2026,"07.01.2017",false,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
4680,27,801,"01.07.2017",true,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
4687,48,90,"05.08.2017",false,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
4694,100,3399,"02.05.2017",true,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
4708,25,1194,"06.11.2017",false,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
4714,0,2454,"05.11.2017",true,Approved,"","","","","437,51",""
4722,89,2622,"06.03.2017",true,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
4724,28,2325,"07.01.2017",false,Approved,Solex,Road,medium,small,"1703,52","1516,13"
4730,81,2028,"01.05.2017",false,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
4735,49,3143,"02.05.2017",false,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
4736,51,422,"03.07.2017",false,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
4738,21,2534,"02.05.2017",false,Approved,Solex,Standard,medium,large,"1071,23","380,74"
4740,4,2273,"03.02.2017",false,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
4742,40,525,"07.07.2017",false,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
4745,38,468,"05.03.2017",true,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
4752,48,3402,"07.10.2017",true,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
4754,48,1238,"04.08.2017",false,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
4755,31,628,"03.06.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
4758,54,2982,"04.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
4760,56,451,"06.03.2017",false,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
4764,0,1945,"06.09.2017",true,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
4765,100,239,"09.04.2017",true,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
4769,82,3048,"05.02.2017",false,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
4774,22,1026,"05.10.2017",true,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
4781,3,655,"02.11.2017",true,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
4782,12,104,"08.10.2017",false,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
4783,36,139,"04.12.2017",false,Approved,Solex,Standard,low,medium,"945,04","507,58"
4788,69,2980,"01.08.2017",true,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
4792,59,3208,"07.11.2017",false,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
4794,47,2663,"03.03.2017",false,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
4795,43,1821,"04.10.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
4799,16,2410,"07.07.2017",true,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
4800,78,647,"03.09.2017",false,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
4815,68,2966,"01.11.2017",false,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
4822,8,1489,"07.08.2017",false,Approved,Solex,Road,medium,small,"1703,52","1516,13"
4825,19,1238,"04.07.2017",true,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
4826,0,2692,"03.03.2017",true,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
4828,87,2294,"07.04.2017",false,Approved,Giant Bicycles,Standard,high,medium,"1179","707,40"
4830,1,2680,"06.12.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
4833,0,961,"03.09.2017",false,Approved,"","","","","366,22",""
4841,66,2674,"02.02.2017",true,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
4844,60,1119,"06.04.2017",true,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
4846,68,2874,"01.05.2017",false,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
4859,11,608,"03.01.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
4864,25,512,"05.02.2017",true,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
4865,18,3389,"02.07.2017",true,Approved,Solex,Standard,medium,medium,"575,27","431,45"
4866,91,490,"01.07.2017",false,Approved,Solex,Standard,medium,medium,"100,35","75,26"
4870,12,377,"08.02.2017",false,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
4872,97,350,"07.07.2017",false,Approved,Solex,Standard,medium,large,"202,62","151,96"
4873,74,877,"06.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
4875,64,1483,"04.02.2017",false,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
4877,36,98,"07.05.2017",true,Approved,Solex,Standard,low,medium,"945,04","507,58"
4881,39,2762,"05.11.2017",false,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
4884,35,1717,"02.07.2017",true,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
4888,65,2432,"01.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
4893,35,477,"02.09.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
4894,40,2617,"04.05.2017",true,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
4903,82,1502,"04.12.2017",false,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
4904,44,2051,"04.06.2017",true,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
4910,25,637,"06.11.2017",false,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
4911,0,1406,"03.03.2017",false,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
4914,54,1022,"04.04.2017",true,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
4916,77,2691,"02.09.2017",false,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
4918,89,2182,"02.08.2017",false,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
4921,96,490,"08.03.2017",false,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
4922,55,1563,"04.08.2017",true,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
4927,49,1566,"05.10.2017",false,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
4936,96,2269,"04.08.2017",true,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
4938,95,78,"01.06.2017",true,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
4943,3,1378,"05.05.2017",true,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
4953,56,1805,"03.02.2017",true,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
4960,21,1834,"05.04.2017",false,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
4961,28,2788,"09.02.2017",true,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
4962,79,3433,"02.06.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
4968,3,2992,"08.01.2017",false,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
4970,95,2060,"06.05.2017",true,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
4975,71,176,"08.07.2017",true,Approved,Solex,Standard,high,large,"1842,92","1105,75"
4976,9,717,"04.03.2017",false,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
4977,54,2408,"05.08.2017",true,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
4980,92,1950,"03.07.2017",true,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
4982,29,3417,"08.08.2017",false,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
4984,0,928,"08.04.2017",false,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
4985,36,1731,"08.03.2017",false,Approved,Solex,Standard,low,medium,"1289,85","74,51"
4988,48,1562,"05.08.2017",true,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
4992,49,1000,"04.10.2017",true,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
4994,0,1416,"02.04.2017",false,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
4997,6,2441,"02.12.2017",false,Approved,Solex,Standard,high,medium,"748,17","448,90"
5000,19,1916,"07.03.2017",true,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
5003,23,80,"03.06.2017",true,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
5006,74,3256,"02.10.2017",false,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
5008,66,2267,"06.04.2017",true,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
5016,58,2264,"08.02.2017",true,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
5017,69,2454,"02.06.2017",false,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
5022,89,2449,"08.06.2017",false,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
5025,15,1987,"06.08.2017",false,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
5033,86,862,"06.11.2017",false,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
5036,69,3242,"06.01.2017",false,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
5037,95,2766,"01.10.2017",true,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
5043,93,1599,"02.04.2017",true,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
5056,0,1051,"04.07.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
5058,70,376,"05.04.2017",false,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5063,85,181,"04.09.2017",false,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
5066,54,430,"03.05.2017",true,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
5067,13,153,"08.01.2017",true,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
5069,3,3017,"07.07.2017",false,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
5070,79,2542,"02.06.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
5075,91,3219,"06.08.2017",false,Approved,Solex,Standard,medium,medium,"100,35","75,26"
5076,10,627,"03.09.2017",false,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
5078,58,1547,"01.09.2017",true,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
5081,7,1853,"02.10.2017",true,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
5085,6,111,"05.08.2017",false,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
5086,39,352,"03.06.2017",true,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
5088,6,653,"01.06.2017",true,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
5096,40,233,"08.02.2017",false,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
5099,62,150,"01.04.2017",false,Approved,Solex,Standard,medium,medium,"478,16","298,72"
5100,15,2526,"05.09.2017",true,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
5105,42,2845,"09.04.2017",false,Approved,OHM Cycles,Road,medium,small,"1810","1610,90"
5109,70,381,"07.05.2017",true,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5110,12,2038,"03.12.2017",true,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
5119,40,39,"07.02.2017",true,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
5127,36,2723,"02.02.2017",false,Approved,Solex,Standard,low,medium,"945,04","507,58"
5129,29,1157,"04.08.2017",true,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
5133,10,198,"02.06.2017",true,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
5136,69,2398,"02.05.2017",false,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
5140,81,1443,"04.08.2017",true,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
5144,70,2795,"06.05.2017",true,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5159,0,1418,"01.06.2017",false,Approved,"","","","","317,3",""
5160,7,3275,"05.03.2017",false,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
5163,31,397,"03.02.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
5166,10,1368,"01.11.2017",true,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
5168,36,580,"02.01.2017",true,Approved,Solex,Standard,low,medium,"945,04","507,58"
5169,81,729,"01.12.2017",false,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
5177,53,397,"01.05.2017",true,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
5183,84,847,"06.01.2017",false,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
5185,47,2631,"03.12.2017",false,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
5195,18,1083,"08.04.2017",false,Approved,Solex,Standard,medium,medium,"575,27","431,45"
5203,54,2808,"03.07.2017",true,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
5205,95,2459,"06.07.2017",false,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
5207,0,531,"02.03.2017",true,Approved,"","","","","1527,25",""
5216,46,1506,"04.07.2017",false,Approved,Solex,Standard,low,medium,"1289,85","74,51"
5220,58,1630,"07.12.2017",true,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
5227,72,1733,"07.11.2017",true,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
5231,12,2381,"01.12.2017",true,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
5233,92,1078,"06.11.2017",true,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
5235,70,2618,"06.11.2017",false,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5238,24,3470,"02.11.2017",false,Approved,Solex,Road,medium,large,"1777,8","820,78"
5239,24,1890,"01.10.2017",true,Approved,Solex,Road,medium,large,"1777,8","820,78"
5249,35,55,"04.02.2017",true,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
5251,63,665,"02.01.2017",false,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
5254,1,2740,"05.10.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
5256,66,491,"06.10.2017",false,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
5259,59,612,"04.10.2017",true,Approved,Solex,Standard,medium,large,"1061,56","733,58"
5266,91,2725,"02.07.2017",false,Approved,Solex,Standard,medium,medium,"100,35","75,26"
5267,0,1172,"05.10.2017",false,Approved,"","","","","1146,42",""
5270,99,273,"02.12.2017",true,Approved,OHM Cycles,Standard,medium,medium,"1227,34","770,89"
5275,53,719,"03.12.2017",true,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
5283,0,3038,"08.02.2017",false,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
5289,55,2801,"08.12.2017",false,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
5290,31,3217,"08.03.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
5292,69,3161,"08.10.2017",false,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
5294,14,1332,"01.10.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
5305,12,3132,"07.12.2017",false,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
5307,34,1558,"04.05.2017",false,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
5308,27,1775,"01.08.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
5318,43,3220,"01.11.2017",false,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
5319,78,2353,"06.06.2017",false,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
5321,3,8,"08.12.2017",true,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
5337,46,2124,"03.11.2017",true,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
5338,7,614,"08.07.2017",false,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
5340,71,3421,"02.12.2017",true,Approved,Solex,Standard,high,large,"1842,92","1105,75"
5349,2,711,"02.01.2017",true,Approved,Solex,Standard,medium,medium,"71,49","53,62"
5360,7,3309,"06.12.2017",false,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
5361,45,3205,"07.01.2017",true,Approved,Solex,Standard,medium,medium,"441,49","84,99"
5366,16,2490,"07.10.2017",false,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
5372,45,2502,"07.10.2017",false,Approved,Solex,Standard,medium,medium,"441,49","84,99"
5375,36,1045,"08.09.2017",true,Approved,Solex,Standard,low,medium,"945,04","507,58"
5378,92,2888,"01.12.2017",true,Approved,WeareA2B,Touring,medium,large,"1890,39","260,14"
5379,25,822,"05.02.2017",false,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
5385,0,1796,"04.01.2017",false,Approved,OHM Cycles,Standard,medium,medium,"235,63","125,07"
5387,59,1855,"08.12.2017",true,Approved,Solex,Standard,medium,large,"1061,56","733,58"
5389,20,780,"03.10.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
5392,86,2783,"06.07.2017",false,Approved,OHM Cycles,Standard,medium,medium,"235,63","125,07"
5396,0,1953,"03.05.2017",true,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5398,25,1563,"04.05.2017",true,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
5399,1,2959,"03.08.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
5403,44,3108,"07.11.2017",false,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
5405,32,183,"07.06.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
5407,70,2024,"06.10.2017",true,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5409,45,1229,"06.10.2017",true,Approved,Solex,Standard,medium,medium,"441,49","84,99"
5411,50,2966,"03.04.2017",false,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
5412,40,2829,"04.06.2017",false,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
5413,66,1578,"09.03.2017",false,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
5417,61,607,"06.04.2017",true,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
5422,62,139,"09.02.2017",false,Approved,Solex,Standard,medium,medium,"478,16","298,72"
5425,29,504,"08.07.2017",true,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
5429,52,1845,"08.02.2017",false,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
5432,27,975,"09.02.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
5433,46,3358,"07.04.2017",true,Approved,Solex,Standard,low,medium,"1289,85","74,51"
5435,95,3405,"07.03.2017",false,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
5438,31,200,"02.11.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
5439,83,171,"08.01.2017",true,Approved,Solex,Touring,medium,large,"2083,94","675,03"
5451,10,3158,"06.01.2017",true,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
5465,3,941,"02.03.2017",false,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
5467,85,2626,"05.06.2017",true,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
5468,25,1797,"01.06.2017",false,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
5474,71,1239,"01.05.2017",false,Approved,Solex,Standard,high,large,"1842,92","1105,75"
5475,64,2656,"03.06.2017",false,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
5479,90,3187,"03.10.2017",false,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
5496,0,1214,"07.12.2017",false,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
5497,58,2768,"08.10.2017",true,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
5505,0,3259,"01.05.2017",false,Approved,Solex,Standard,medium,medium,"441,49","84,99"
5506,70,2082,"05.12.2017",false,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5515,6,3384,"09.03.2017",true,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
5534,37,1967,"06.12.2017",false,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
5537,19,3231,"05.04.2017",true,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
5540,64,1804,"05.08.2017",false,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
5541,62,898,"08.06.2017",true,Approved,Solex,Standard,medium,medium,"478,16","298,72"
5543,31,849,"03.12.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
5550,83,2390,"05.02.2017",false,Approved,Solex,Touring,medium,large,"2083,94","675,03"
5556,0,1323,"06.06.2017",false,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
5562,5,1468,"06.12.2017",false,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
5570,1,369,"06.08.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
5575,31,3046,"05.02.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
5580,78,1322,"02.10.2017",true,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
5585,8,941,"07.01.2017",true,Approved,Solex,Road,medium,small,"1703,52","1516,13"
5589,0,945,"01.06.2017",true,Approved,Solex,Standard,medium,medium,"478,16","298,72"
5591,32,2331,"08.10.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
5592,2,1077,"01.10.2017",false,Approved,Solex,Standard,medium,medium,"71,49","53,62"
5593,0,2204,"07.03.2017",true,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
5596,45,1032,"03.06.2017",false,Approved,Solex,Standard,medium,medium,"441,49","84,99"
5604,19,2166,"02.11.2017",false,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
5605,62,276,"06.09.2017",true,Approved,Solex,Standard,medium,medium,"478,16","298,72"
5606,53,2052,"05.01.2017",true,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
5607,0,2659,"08.05.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
5611,22,888,"04.06.2017",false,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
5614,23,276,"02.02.2017",true,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
5620,67,1301,"02.08.2017",false,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
5622,11,2153,"02.01.2017",false,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
5627,76,744,"06.02.2017",false,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
5630,0,1538,"05.02.2017",false,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
5643,75,2290,"07.04.2017",false,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
5644,20,1932,"03.03.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
5647,100,1390,"02.06.2017",true,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
5648,37,1131,"08.05.2017",false,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
5654,84,334,"04.11.2017",true,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
5655,0,1892,"04.01.2017",true,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
5660,68,668,"02.09.2017",true,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
5661,67,1684,"03.11.2017",false,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
5664,8,2183,"08.10.2017",true,Approved,Solex,Road,medium,small,"1703,52","1516,13"
5669,35,525,"02.09.2017",false,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
5682,96,3219,"05.06.2017",true,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
5683,66,538,"06.01.2017",true,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
5685,94,1828,"02.01.2017",false,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
5686,5,2603,"07.09.2017",true,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
5692,42,2869,"03.09.2017",true,Approved,OHM Cycles,Road,medium,small,"1810","1610,90"
5695,5,420,"01.11.2017",false,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
5702,0,2283,"08.04.2017",true,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
5708,83,2861,"09.02.2017",false,Approved,Solex,Touring,medium,large,"2083,94","675,03"
5715,91,2869,"05.02.2017",false,Approved,Solex,Standard,medium,medium,"100,35","75,26"
5718,59,3271,"05.02.2017",false,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
5721,0,2838,"03.02.2017",false,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
5723,70,458,"04.12.2017",false,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
5727,77,3183,"09.01.2017",true,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
5728,47,3244,"09.01.2017",true,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
5730,2,2252,"06.02.2017",false,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
5733,52,96,"08.01.2017",false,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
5738,64,3483,"03.01.2017",true,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
5739,64,1418,"02.03.2017",true,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
5752,16,1540,"02.06.2017",true,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
5754,0,2849,"06.09.2017",true,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
5755,81,1891,"02.09.2017",false,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
5765,1,300,"07.07.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
5770,41,25,"04.09.2017",true,Approved,Solex,Road,medium,medium,"416,98","312,74"
5771,87,3241,"04.10.2017",true,Approved,Giant Bicycles,Standard,high,medium,"1179","707,40"
5781,8,404,"09.04.2017",true,Approved,Solex,Road,medium,small,"1703,52","1516,13"
5783,88,3405,"01.06.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
5789,62,3055,"02.11.2017",false,Approved,Solex,Standard,medium,medium,"478,16","298,72"
